turbo boost of core 0: disabled
turbo boost of core 1: disabled
turbo boost of core 2: disabled
turbo boost of core 3: disabled
turbo boost of core 4: disabled
turbo boost of core 5: disabled
turbo boost of core 6: disabled
turbo boost of core 7: disabled
turbo boost of core 8: disabled
turbo boost of core 9: disabled
turbo boost of core 10: disabled
turbo boost of core 11: disabled
turbo boost of core 12: disabled
turbo boost of core 13: disabled
turbo boost of core 14: disabled
turbo boost of core 15: disabled
turbo boost of core 16: disabled
turbo boost of core 17: disabled
turbo boost of core 18: disabled
turbo boost of core 19: disabled
turbo boost of core 20: disabled
turbo boost of core 21: disabled
turbo boost of core 22: disabled
turbo boost of core 23: disabled
turbo boost of core 24: disabled
turbo boost of core 25: disabled
turbo boost of core 26: disabled
turbo boost of core 27: disabled
turbo boost of core 28: disabled
turbo boost of core 29: disabled
turbo boost of core 30: disabled
turbo boost of core 31: disabled
turbo boost of core 32: disabled
turbo boost of core 33: disabled
turbo boost of core 34: disabled
turbo boost of core 35: disabled
turbo boost of core 36: disabled
turbo boost of core 37: disabled
turbo boost of core 38: disabled
turbo boost of core 39: disabled
make: Nothing to be done for `all'.
cpu MHz		: 2299.999
0,0,26
1,2,24
2,4,24
3,6,26
4,9,26
5,11,24
6,13,26
7,16,28
8,18,26
9,20,24
10,23,24
11,25,116
12,27,94
13,29,92
14,32,96
15,34,94
16,36,94
17,39,94
18,41,96
19,43,94
20,46,94
21,48,94
22,50,94
23,52,96
24,55,94
25,57,94
26,59,94
27,62,94
28,64,92
29,66,94
30,69,94
31,71,94
32,73,92
33,75,94
34,78,94
35,80,94
36,82,94
37,85,94
38,87,94
39,89,94
40,92,94
41,94,96
42,96,184
43,98,160
44,101,162
45,103,160
46,105,160
47,108,160
48,110,160
49,112,160
50,115,162
51,117,160
52,119,160
53,121,158
54,124,160
55,126,162
56,128,160
57,131,162
58,133,162
59,135,162
60,138,160
61,140,162
62,142,160
63,144,160
64,147,160
65,149,160
66,151,162
67,154,162
68,156,162
69,158,162
70,161,252
71,163,226
72,165,226
73,167,228
74,170,228
75,172,226
76,174,228
77,177,226
78,179,226
79,181,228
80,184,228
81,186,226
82,188,228
83,190,226
84,193,228
85,195,226
86,197,226
87,200,226
88,202,226
89,204,226
90,207,226
91,209,226
92,211,226
93,213,226
94,216,228
95,218,228
96,220,228
97,223,230
98,225,226
99,227,318
100,230,296
101,232,294
102,234,294
103,236,294
104,239,294
105,241,294
106,243,294
107,246,296
108,248,296
109,250,294
110,253,296
111,255,294
112,257,296
113,259,294
114,262,298
115,264,294
116,266,296
117,269,294
118,271,296
119,273,296
120,276,294
121,278,296
122,280,296
123,282,296
124,285,294
125,287,296
126,289,294
127,292,294
128,294,294
129,296,386
130,299,362
131,301,364
132,303,364
133,305,362
134,308,362
135,310,364
136,312,364
137,315,364
138,317,364
139,319,362
140,322,362
141,324,364
142,326,362
143,328,362
144,331,362
145,333,362
146,335,362
147,338,362
148,340,364
149,342,362
150,345,362
151,347,362
152,349,362
153,351,364
154,354,362
155,356,362
156,358,364
157,361,452
158,363,364
159,365,454
160,368,430
161,370,428
162,372,430
163,374,430
164,377,430
165,379,430
166,381,430
167,384,430
168,386,430
169,388,428
170,391,430
171,393,430
172,395,430
173,397,432
174,400,428
175,402,430
176,404,428
177,407,430
178,409,430
179,411,430
180,414,428
181,416,432
182,418,430
183,420,430
184,423,432
185,425,432
186,427,430
187,430,430
188,432,522
189,434,498
190,437,494
191,439,496
192,441,496
193,443,496
194,446,494
195,448,494
196,450,494
197,453,498
198,455,498
199,457,496
200,460,496
201,462,492
202,464,496
203,466,496
204,469,496
205,471,496
206,473,496
207,476,494
208,478,496
209,480,498
210,483,494
211,485,496
212,487,494
213,489,496
214,492,498
215,494,500
216,496,586
217,499,588
218,501,564
219,503,568
220,506,562
221,508,564
222,510,512
223,512,588
224,515,562
225,517,570
226,519,562
227,522,562
228,524,564
229,526,564
230,529,570
231,531,562
232,533,562
233,535,562
234,538,562
235,540,564
236,542,562
237,545,564
238,547,564
239,549,562
240,552,562
241,554,562
242,556,564
243,558,562
244,561,566
245,563,564
246,565,566
247,568,570
248,570,656
249,572,632
250,575,636
251,577,634
252,579,632
253,581,632
254,584,630
255,586,630
256,588,634
257,591,634
258,593,634
259,595,632
260,598,630
261,600,630
262,602,634
263,604,634
264,607,630
265,609,632
266,611,634
267,614,634
268,616,632
269,618,632
270,621,630
271,623,632
272,625,632
273,627,632
274,630,632
275,632,634
276,634,726
277,637,700
278,639,640
279,641,698
280,644,702
281,646,698
282,648,700
283,650,702
284,653,698
285,655,698
286,657,700
287,660,700
288,662,700
289,664,700
290,667,700
291,669,698
292,671,702
293,673,700
294,676,700
295,678,698
296,680,700
297,683,702
298,685,700
299,687,700
300,690,698
301,692,700
302,694,700
303,696,700
304,699,700
305,701,702
306,703,792
307,706,798
308,708,708
309,710,794
310,713,766
311,715,768
312,717,766
313,719,766
314,722,766
315,724,766
316,726,768
317,729,764
318,731,766
319,733,768
320,736,774
321,738,764
322,740,776
323,742,766
324,745,776
325,747,764
326,749,776
327,752,766
328,754,776
